SKU,SKU Description,Premium,Standard,ELS,3Scale,AMQ,Data Grid,Fuse,Jboss,JbossEAP,JbossWebServer,Service Interconnect,OpenJDK,Quarkus,Integration,Runtimes,Application Foundations,Edge,Distributed Computing,Openshift,,Currency,1-Year MSRP,3-Year MSRP,Product Line,# of Sockets,# of Cores,# of Nodes,Support Type,Virtual Guests,System Unit of Measure,Channel F3 SKU
MW01540,"Red Hat Runtimes for Distributed Computing (Edge Server), Premium (2 Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,GBP,518,1397.25,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW01540F3
MW01541,"Red Hat Runtimes for Distributed Computing (Edge Server), Standard (2 Cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,GBP,345,931.5,Edge App Services,,2,,STANDARD,0,CORE BAND,MW01541F3
MW01544,"Red Hat Runtimes for Distributed Computing (Endpoint), Premium (1 Core)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,GBP,181,489.04,Edge App Services,,1,,PREMIUM,0,CORE BAND,MW01544F3
MW01545,"Red Hat Runtimes for Distributed Computing (Endpoint), Standard (1 Core)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,GBP,121,326.03,Edge App Services,,1,,STANDARD,0,CORE BAND,MW01545F3
MW01542,"Red Hat Runtimes for Distributed Computing (Gateway), Premium (2 Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,GBP,414,1117.8,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW01542F3
MW01543,"Red Hat Runtimes for Distributed Computing (Gateway), Standard (2 Cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,GBP,276,745.2,Edge App Services,,2,,STANDARD,0,CORE BAND,MW01543F3
MW02562,"Red Hat Service Interconnect, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,3105,8383.5,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,PREMIUM,,CORE BAND,MW02562F3
MW02563,"Red Hat Service Interconnect, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,2070,5589,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,STANDARD,,CORE BAND,MW02563F3
MW02534,"Red Hat Service Interconnect for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,1552,4191.75,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,PREMIUM,,CORE BAND,MW02534F3
MW02535,"Red Hat Service Interconnect for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,1035,2794.5,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,STANDARD,,CORE BAND,MW02535F3
MW02538,"Red Hat Service Interconnect for Distributed Computing (Endpoint), Premium (1 Core or 2 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,543,1467.11,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,1,,PREMIUM,,CORE BAND,MW02538F3
MW02539,"Red Hat Service Interconnect for Distributed Computing (Endpoint), Standard (1 Core or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,362,978.08,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,1,,STANDARD,,CORE BAND,MW02539F3
MW02536,"Red Hat Service Interconnect for Distributed Computing (Gateway), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,1242,3353.4,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,PREMIUM,,CORE BAND,MW02536F3
MW02537,"Red Hat Service Interconnect for Distributed Computing (Gateway), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,828,2235.6,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,STANDARD,,CORE BAND,MW02537F3
MW00565,"Red Hat build of OpenJDK for Servers, Premium (10 Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1242,3353.4,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,10,,PREMIUM,0,CORE BAND,MW00565F3
MW00566,"Red Hat build of OpenJDK for Servers, Premium (200 Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,13662,36887.4,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,200,,PREMIUM,0,CORE BAND,MW00566F3
MW00567,"Red Hat build of OpenJDK for Servers, Premium (2,000 Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,99360,268272,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2000,,PREMIUM,0,CORE BAND,MW00567F3
MW00568,"Red Hat build of OpenJDK for Servers, Premium (Unlimited Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,496800,1341360,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,UNLIMITED,,PREMIUM,0,CORE BAND,MW00568F3
MW00569,"Red Hat build of OpenJDK for Servers, Standard (10 Cores)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,828,2235.6,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,10,,STANDARD,0,CORE BAND,MW00569F3
MW00570,"Red Hat build of OpenJDK for Servers, Standard (200 Cores)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,9108,24591.6,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,200,,STANDARD,0,CORE BAND,MW00570F3
MW00571,"Red Hat build of OpenJDK for Servers, Standard (2,000 Cores)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,66240,178848,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2000,,STANDARD,0,CORE BAND,MW00571F3
MW00558,"Red Hat build of OpenJDK for Workstations, Premium (50 Clients)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1242,3353.4,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,50,PREMIUM,0,PHYSICAL NODE,MW00558F3
MW00559,"Red Hat build of OpenJDK for Workstations, Premium (1000 Clients)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,10350,27945,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,1000,PREMIUM,0,PHYSICAL NODE,MW00559F3
MW00560,"Red Hat build of OpenJDK for Workstations, Premium (10,000 Clients)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,93150,251505,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,10000,PREMIUM,0,PHYSICAL NODE,MW00560F3
MW00561,"Red Hat build of OpenJDK for Workstations, Premium (Unlimited Clients)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,496800,1341360,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,UNLIMITED,PREMIUM,0,PHYSICAL NODE,MW00561F3
MW00562,"Red Hat build of OpenJDK for Workstations, Standard (50 Clients)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,828,2235.6,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,50,STANDARD,0,PHYSICAL NODE,MW00562F3
MW00563,"Red Hat build of OpenJDK for Workstations, Standard (1000 Clients)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,6900,18630,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,1000,STANDARD,0,PHYSICAL NODE,MW00563F3
MW00564,"Red Hat build of OpenJDK for Workstations, Standard (10,000 Clients)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,62100,167670,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,10000,STANDARD,0,PHYSICAL NODE,MW00564F3
MW02479,"Red Hat build of Quarkus for non-Red Hat platforms, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,725,1956.15,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,PREMIUM,,CORE BAND,MW02479F3
MW02480,"Red Hat build of Quarkus for non-Red Hat platforms, Standard (2 Cores or 4vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,483,1304.1,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,STANDARD,,CORE BAND,MW02480F3
MW02482,"Red Hat build of Quarkus for non-Red Hat platforms for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,362,978.08,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,PREMIUM,,CORE BAND,MW02482F3
MW02483,"Red Hat build of Quarkus for non-Red Hat platforms for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,241,652.05,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,STANDARD,,CORE BAND,MW02483F3
MW02486,"Red Hat build of Quarkus for non-Red Hat platforms for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,471,1271.5,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,PREMIUM,,CORE BAND,MW02486F3
MW02487,"Red Hat build of Quarkus for non-Red Hat platforms for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,314,847.67,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,STANDARD,,CORE BAND,MW02487F3
MW02484,"Red Hat build of Quarkus for non-Red Hat platforms for Distributed Computing (Gateway), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,290,782.46,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,PREMIUM,,CORE BAND,MW02484F3
MW02485,"Red Hat build of Quarkus for non-Red Hat platforms for Distributed Computing (Gateway), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,193,521.64,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,2,,STANDARD,,CORE BAND,MW02485F3

