SKU,SKU Description,x86,IBM POWER,ARM,Physical,Virtual,Virtual Datacenters,HPC,SAP,Sap Applications,SAP Solutions,Premium,Standard,Self Support,Add-on,Satellite / Smart Management ,Extended Update support,Extended life cycle support,High availability,Disaster Recovery,"Is it for Edge, Endpoint or gateway?",,Currency,1-Year MSRP,3-Year MSRP,Product Line,# of Sockets,# of Cores,# of Nodes,Support Type,Virtual Guests,System Unit of Measure,Channel F3 SKU
RH02576,"Red Hat Enterprise Linux Server for HPC for ARM, Single System with Satellite Standard (Physical)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,299,808.54,RHEL,2,,,STANDARD,0,PHYSICAL NODE,RH02576F3
RH02586,"Red Hat Enterprise Linux Server for HPC for ARM, Single System with Satellite Premium (Physical)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,403,1087.99,RHEL,2,,,PREMIUM,0,PHYSICAL NODE,RH02586F3
RH00586,"Red Hat Enterprise Linux Server for HPC with Satellite, Single System, Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,373,1006.02,RHEL,2,,,PREMIUM,0,SYSTEM,RH00586F3
RH00587,"Red Hat Enterprise Linux Server for HPC with Satellite, Single System, Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,269,726.57,RHEL,2,,,STANDARD,0,SYSTEM,RH00587F3
RH00008,"Red Hat Enterprise Linux Server with Satellite, Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1138,3072.09,RHEL,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00008F3
RH00009,"Red Hat Enterprise Linux Server with Satellite, Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,793,2140.59,RHEL,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00009F3
RH00023,"Red Hat Enterprise Linux Server with Satellite & Resilient Storage, Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1414,3817.29,RHEL,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00023F3
RH00024,"Red Hat Enterprise Linux Server with Satellite & Resilient Storage, Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1069,2885.79,RHEL,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00024F3
RH00018,"Red Hat Enterprise Linux Server with Satellite (Disaster Recovery), Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,624,1684.15,RHEL,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00018F3
RH00019,"Red Hat Enterprise Linux Server with Satellite (Disaster Recovery), Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,451,1218.4,RHEL,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00019F3
RH02881,Red Hat Enterprise Linux Virtual Datacenter for Third Party Linux Migration (Annual),TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,862,2326.89,RHEL,2,,,STANDARD,,PHYSICAL NODE,RH02881F3
RH02879,Red Hat Enterprise Linux Virtual Datacenter for Third Party Linux Migration with Extended Life Cycle Support (Annual),TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,1087,,RHEL,2,,,STANDARD,,PHYSICAL NODE,
RH0923296,"Red Hat Enterprise Linux Workstation, Premium",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,255,687.45,RHEL,2,,0,PREMIUM,1,SYSTEM,RH0923296F3
RH0958488,"Red Hat Enterprise Linux Workstation, Standard",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,206,557.04,RHEL,2,,0,STANDARD,1,SYSTEM,RH0958488F3
RH0981731,"Red Hat Enterprise Linux Workstation, Standard (Up to 4 Guests)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,310,836.49,RHEL,2,,0,STANDARD,4,SYSTEM,RH0981731F3
RH0986300,"Red Hat Enterprise Linux Workstation, Self-support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,124,333.48,RHEL,2,,0,SELF-SUPPORT,1,SYSTEM,RH0986300F3
RH0990680,"Red Hat Enterprise Linux Workstation, Self-support (Up to 4 Guests)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,186,501.15,RHEL,2,,0,SELF-SUPPORT,4,SYSTEM,RH0990680F3
RH00816,"Red Hat Enterprise Linux for Distributed Computing (Edge Server with Unlimited Guests), Premium",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,1069,2885.79,Edge Infrastructure,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00816F3
RH00817,"Red Hat Enterprise Linux for Distributed Computing (Edge Server with Unlimited Guests), Standard",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,758,2047.44,Edge Infrastructure,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00817F3
RH00814,"Red Hat Enterprise Linux for Distributed Computing (Edge Server), Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,342,922.19,Edge Infrastructure,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00814F3
RH00815,"Red Hat Enterprise Linux for Distributed Computing (Edge Server), Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,238,642.74,Edge Infrastructure,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00815F3
RH00810,"Red Hat Enterprise Linux for Distributed Computing (Endpoint), Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,114,307.4,Edge Infrastructure,1,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00810F3
RH00811,"Red Hat Enterprise Linux for Distributed Computing (Endpoint), Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,79,214.25,Edge Infrastructure,1,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00811F3
RH00812,"Red Hat Enterprise Linux for Distributed Computing (Gateway), Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,228,614.79,Edge Infrastructure,1,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00812F3
RH00813,"Red Hat Enterprise Linux for Distributed Computing (Gateway), Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,159,428.49,Edge Infrastructure,1,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00813F3
RH00284,"Red Hat Enterprise Linux for IBM Power, LE, Premium (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,300,810.41,RHEL,0,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00284F3
RH00285,"Red Hat Enterprise Linux for IBM Power, LE, Standard (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,186,501.15,RHEL,0,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00285F3
RH00286,"Red Hat Enterprise Linux for IBM Power, LE with Smart Management, Premium (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,620,1674.84,RHEL,0,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00286F3
RH00287,"Red Hat Enterprise Linux for IBM Power, LE with Smart Management, Standard (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,507,1369.31,RHEL,0,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00287F3
RH01910,"Red Hat Enterprise Linux for IBM Power, LE, Premium (Physical or Virtual Nodes)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,896,2420.04,RHEL,2,0,0,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH01910F3
RH01911,"Red Hat Enterprise Linux for IBM Power, LE, Standard (Physical or Virtual Nodes)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,551,1488.54,RHEL,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH01911F3
RH01912,"Red Hat Enterprise Linux for IBM Power, LE with Smart Management, Premium (Physical or Virtual Nodes)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1138,3072.09,RHEL,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH01912F3
RH01913,"Red Hat Enterprise Linux for IBM Power, LE with Smart Management, Standard (Physical or Virtual Nodes)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,793,2140.59,RHEL,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH01913F3
RH02210,"Red Hat Enterprise Linux for IBM zSystems and IBM LinuxONE with Comprehensive Add-Ons, Premium",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,7590,20493,RHEL,0,,,PREMIUM,0,IFL,RH02210F3
RH00150,"Red Hat Enterprise Linux for SAP Applications, Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,896,2420.04,RHEL SAP,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00150F3
RH00151,"Red Hat Enterprise Linux for SAP Applications, Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,551,1488.54,RHEL SAP,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00151F3
RH00158,"Red Hat Enterprise Linux for SAP Applications, Premium (Physical or Virtual Nodes) (Disaster Recovery)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,448,1210.95,RHEL SAP,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00158F3
RH00159,"Red Hat Enterprise Linux for SAP Applications, Standard (Physical or Virtual Nodes) (Disaster Recovery)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,276,745.2,RHEL SAP,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00159F3
RH00640,"Red Hat Enterprise Linux for SAP Applications for IBM Power, LE, Premium (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,300,810.41,RHEL SAP,0,,,PREMIUM,0,IFL,RH00640F3
RH00641,"Red Hat Enterprise Linux for SAP Applications for IBM Power, LE, Standard (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,186,501.15,RHEL SAP,0,,,STANDARD,0,IFL,RH00641F3
RH01922,"Red Hat Enterprise Linux for SAP Applications for IBM Power, LE, Premium (Physical or Virtual Nodes)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,896,2420.04,RHEL SAP,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH01922F3
RH01923,"Red Hat Enterprise Linux for SAP Applications for IBM Power, LE, Standard (Physical or Virtual Nodes)",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,551,1488.54,RHEL SAP,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH01923F3
RH02212,"Red Hat Enterprise Linux for SAP Applications for IBM zSystems and IBM LinuxONE with Comprehensive Add-Ons, Premium",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,7590,20493,RHEL SAP,0,,,PREMIUM,0,IFL,RH02212F3
RH00148,"Red Hat Enterprise Linux for SAP Applications for Virtual Datacenters, Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,2759,7450.14,RHEL SAP,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00148F3
RH00149,"Red Hat Enterprise Linux for SAP Applications for Virtual Datacenters, Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1724,4655.64,RHEL SAP,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00149F3
RH00156,"Red Hat Enterprise Linux for SAP Applications for Virtual Datacenters, Premium (Disaster Recovery)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,1380,3726,RHEL SAP,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00156F3
RH00157,"Red Hat Enterprise Linux for SAP Applications for Virtual Datacenters, Standard (Disaster Recovery)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,862,2328.75,RHEL SAP,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00157F3
RH00152,"Red Hat Enterprise Linux for SAP Applications for Virtual Datacenters with Satellite, Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,3605,9732.31,RHEL SAP,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00152F3
RH00153,"Red Hat Enterprise Linux for SAP Applications for Virtual Datacenters with Satellite, Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,2570,6937.81,RHEL SAP,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00153F3
RH00763,"Red Hat Enterprise Linux for SAP Solutions, Premium (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1483,4003.59,RHEL SAP,2,,,PREMIUM,0,PHYSICAL NODE OR VIRTUAL NODE,RH00763F3
RH00764,"Red Hat Enterprise Linux for SAP Solutions, Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1207,3258.39,RHEL SAP,2,,,STANDARD,0,PHYSICAL NODE OR VIRTUAL NODE,RH00764F3
RH00759,"Red Hat Enterprise Linux for SAP Solutions for IBM Power, LE, Premium (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,620,1674.84,RHEL SAP,0,,,PREMIUM,0,SYSTEM,RH00759F3
RH00760,"Red Hat Enterprise Linux for SAP Solutions for IBM Power, LE, Standard (4 Cores, Up to 4 LPARs)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,507,1369.31,RHEL SAP,0,,,STANDARD,0,SYSTEM,RH00760F3
RH02878,"Red Hat Enterprise Linux for Third Party Linux Migration, Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,275,743.34,RHEL,2,,,STANDARD,,PHYSICAL NODE OR VIRTUAL NODE,RH02878F3
RH02883,"Red Hat Enterprise Linux for Third Party Linux Migration with Extended Life Cycle Support, Standard (Physical or Virtual Nodes)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,538,,RHEL,2,,,STANDARD,,PHYSICAL NODE OR VIRTUAL NODE,
RH00001,"Red Hat Enterprise Linux for Virtual Datacenters, Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,2759,7450.14,RHEL,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00001F3
RH00002,"Red Hat Enterprise Linux for Virtual Datacenters, Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1724,4655.64,RHEL,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00002F3
RH00011,"Red Hat Enterprise Linux for Virtual Datacenters (Disaster Recovery), Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,1380,3726,RHEL,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00011F3
RH00012,"Red Hat Enterprise Linux for Virtual Datacenters (Disaster Recovery), Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,862,2328.75,RHEL,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00012F3
RH00767,"Red Hat Enterprise Linux for Virtual Datacenters for SAP Solutions, Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,4691,12666.54,RHEL SAP,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00767F3
RH00768,"Red Hat Enterprise Linux for Virtual Datacenters for SAP Solutions, Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,3863,10430.94,RHEL SAP,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00768F3
RH00006,"Red Hat Enterprise Linux for Virtual Datacenters with Satellite, Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,3605,9732.31,RHEL,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00006F3
RH00007,"Red Hat Enterprise Linux for Virtual Datacenters with Satellite, Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,2570,6937.81,RHEL,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00007F3
RH00021,"Red Hat Enterprise Linux for Virtual Datacenters with Satellite & Resilient Storage, Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,4035,10894.82,RHEL,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00021F3
RH00022,"Red Hat Enterprise Linux for Virtual Datacenters with Satellite & Resilient Storage, Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,3000,8100.32,RHEL,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00022F3
RH00016,"Red Hat Enterprise Linux for Virtual Datacenters with Satellite (Disaster Recovery), Premium",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,1977,5337.5,RHEL,2,,,PREMIUM,UNLIMITED,PHYSICAL NODE,RH00016F3
RH00017,"Red Hat Enterprise Linux for Virtual Datacenters with Satellite (Disaster Recovery), Standard",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,GBP,1459,3940.25,RHEL,2,,,STANDARD,UNLIMITED,PHYSICAL NODE,RH00017F3
